date,close,high,low,open,volume
2024-01-29,398.2381591796875,400.13491336467393,390.3731162858589,392.2499898127957,18742400
2024-01-30,397.2848205566406,403.54110595161325,396.79822933650826,400.7903320803033,18614700
2024-01-31,387.4336853027344,395.23914738517544,384.41476473655706,386.30157872571164,20180800
2024-02-01,392.04150390625,397.72182684014746,390.3234935943001,391.20733442299183,29727100
2024-02-02,471.69500732421875,482.5889101696092,449.8675009317632,456.4117827793324,84707600
2024-02-05,456.22314453125,468.6264935538415,456.03446010862973,466.6205169046831,40832400
2024-02-06,451.5656433105469,463.87961939666826,449.85757360691235,460.7812674472568,21655200
2024-02-07,466.3324890136719,468.24909348841373,453.0155094480888,454.82289153063925,23066000
2024-02-08,466.73968505859375,467.32558868611034,461.8041599426537,465.07134622371103,18815100
2024-02-09,464.8627624511719,470.30475925765757,464.227217813574,469.6692146200597,18413100
2024-02-12,465.6473083496094,475.82620571090297,463.34339455149507,464.9422419936449,19382000
2024-02-13,456.9281921386719,464.64431187911475,451.93308592056786,453.7007370395461,20916600
2024-02-14,469.9969177246094,470.8211467892726,462.8567913837344,464.68402390922387,16858400
2024-02-15,480.6723327636719,485.230488771925,468.9442599360806,471.9830306082493,24212300
2024-02-16,470.0366516113281,475.6375119489184,465.9551463563073,474.7934022206939,23324600
2024-02-20,468.4775390625,472.8768015252767,463.32353891098256,466.46162208862637,18015500
2024-02-21,465.2764587402344,466.24075319597347,459.0731799623868,463.75546133458766,12921800
2024-02-22,483.27001953125,487.1072959336593,473.2592557697575,477.41465683896786,21625800
2024-02-23,481.1823425292969,491.45155549063116,479.51223362447035,485.1786810525682,18374300
2024-02-26,478.9058532714844,483.2799917884191,477.7725758106708,480.6256863855537,12101400
2024-02-27,484.1845397949219,484.4032466884035,477.0965130147055,477.15615759128826,10809600
2024-02-28,481.1723937988281,488.16103356126894,479.90987640765184,482.1466391666725,12715500
2024-02-29,487.2464599609375,488.8072305793803,479.77068239389234,485.5664001835374,17732000
2024-03-01,499.3448486328125,501.28338849746706,488.95634643940537,489.2147961734658,16273600
2024-03-04,495.2590637207031,501.45242246523446,493.49948786126953,500.040763224294,12324100
2024-03-05,487.3359069824219,492.6643581190784,485.0196283389058,492.0877837615881,15325300
2024-03-06,493.17138671875,500.0109149772021,491.3819886609617,494.7023350451915,11757900
2024-03-07,509.17669677734375,516.791604925774,498.4302963735491,500.31911226510823,18586400
2024-03-08,502.9734191894531,520.4897527725559,496.412242084079,511.1649321102501,18597100
2024-03-11,480.74493408203125,494.3941685090311,473.199591298322,494.0859947316571,20428300
2024-03-12,496.8099060058594,499.3548427671604,481.87828153344043,490.3580972248313,15448200
2024-03-13,492.6544494628906,498.0326247688167,488.1411508830756,492.4755157274268,12090700
2024-03-14,488.93646240234375,498.40047394838774,485.2880706609728,497.3168902547745,12620000
2024-03-15,481.2519226074219,488.93642563448503,478.46837751695034,486.13303946882996,29153600
2024-03-18,494.0561828613281,494.4935966845107,483.9460015609113,489.0160033565001,11755300
2024-03-19,493.3205261230469,493.7082462490932,478.4485468375205,485.2980263600341,10903100
2024-03-20,502.5458984375,505.21015443688776,492.25681414275317,496.5613264063082,11711100
2024-03-21,504.7727355957031,512.0098740545075,503.03303126628924,511.68185921058966,9712500
2024-03-22,506.58203125,506.9697513685857,501.37286886802445,504.0172232261066,8120600
2024-03-25,500.0606384277344,504.23594126166455,497.2969948454398,502.81436147156455,8380600
2024-03-26,492.97259521484375,506.9995687205203,492.2965727329748,502.158224751726,11205400
2024-03-27,490.9544677734375,496.94902070729796,485.1985538197875,496.3624651462264,9989700
2024-03-28,482.72320556640625,489.9902270320551,482.2957426384375,489.9405029909663,15212800
2024-04-01,488.45928955078125,494.5035062693651,478.9455846143477,484.3337109507277,9247000
2024-04-02,494.4438781738281,494.60294050567774,481.79871100314176,482.2460757075962,11081000
2024-04-03,503.7586975097656,504.2557558702838,495.81571461685667,495.99464834551486,12099200
2024-04-04,507.9141845703125,526.8819203543317,507.5761581503475,513.3817968019891,26476300
2024-04-05,524.2374877929688,527.5777050911468,511.3835064351155,513.8191043018942,19263300
2024-04-08,516.1951904296875,528.363171344258,515.837322914807,526.1662118700644,13260600
2024-04-09,513.8589477539062,522.7761454501457,503.7586880786701,519.1575460910624,10863800
2024-04-10,516.771728515625,519.4856478339971,502.8242413515318,506.2937294481195,11418500
2024-04-11,520.0820922851562,520.7779861454409,514.2466318161514,518.0441650826642,10369500
2024-04-12,508.88836669921875,517.1296031880806,506.33347932820783,514.7039558507993,11984500
2024-04-15,497.28704833984375,515.4794036371065,494.354391700334,513.6799940142547,13512900
2024-04-16,496.8197937011719,501.8002979588637,494.18536005908226,495.1794768031054,9847900
2024-04-17,491.2626647949219,500.19976425262746,484.2740255817344,500.1401196774508,12193700
2024-04-18,498.8477783203125,509.19656777647754,496.10403669099543,496.87944655072096,14808700
2024-04-19,478.23974609375,499.8418833789234,472.93116635713545,499.8418833789234,25215400
2024-04-22,478.8958740234375,489.11539302390713,470.6148644871972,486.8388571664129,17271100
