date,close,high,low,open,volume
2024-01-29,119.08247375488281,119.6594154037643,117.83275183376169,118.80279895542566,21526000
2024-01-30,118.14273834228516,120.08284003582406,117.76430037374577,118.9846872839032,20683000
2024-01-31,115.38905334472656,117.07295134426214,114.83264317926636,116.31314334639455,27400000
2024-02-01,117.34577941894531,117.64696309789535,115.30202769708313,116.10779289098063,19411000
2024-02-02,119.72493743896484,120.73703988281322,117.84839983470528,118.200434818602,26689000
2024-02-05,121.55941772460938,122.01413265191178,119.51077213276163,119.98113189759299,22045000
2024-02-06,119.5596694946289,124.39622963947521,118.51236810416421,123.56112954443421,25354000
2024-02-07,122.9245376586914,123.16411183336754,119.95571138814613,120.66956215283027,25768000
2024-02-08,124.65536499023438,126.72943624560274,123.70194008958617,123.89653441396199,29326000
2024-02-09,125.5041732788086,125.73006477134943,122.13540729938866,122.43268163758083,26293000
2024-02-12,123.70097351074219,126.15250559531248,123.11425101782726,126.14664157843328,24778000
2024-02-13,122.39550018310547,122.80815980935004,119.99384234641053,120.77907590010354,31907000
2024-02-14,123.42912292480469,124.48327319966182,121.38537132324227,124.11559337860685,27306000
2024-02-15,123.70780944824219,125.16777044525335,121.73054672088834,125.16288376502932,21873000
2024-02-16,121.79216003417969,124.74534157005019,121.48999903552799,123.11815897085683,21268000
2024-02-20,119.94105529785156,121.03334413390209,118.57300844339974,120.85145515363521,26329000
2024-02-21,120.02906036376953,120.08773037412422,117.60295397169926,119.10497039777734,20579000
2024-02-22,127.60269165039062,128.19724028498706,124.82259560437909,125.33500324029427,40819000
2024-02-23,126.76854705810547,129.04211428323876,126.0302629066054,127.94200688572067,23115000
2024-02-26,128.0163116455078,128.960940520483,127.26628455525852,128.10139210682564,16282000
2024-02-27,126.75486755371094,128.29110562047435,126.36273941871727,128.01631750274058,12126000
2024-02-28,126.08894348144531,126.97881178754206,125.4582110094138,126.43902380267744,10967000
2024-02-29,127.17144775390625,127.94494593429067,125.87967789008904,127.44720577145452,27536000
