date,close,high,low,open,volume
2024-01-29,172.59402465820312,172.7016885373554,170.2450135753422,170.46034133364674,642000
2024-01-30,171.99697875976562,172.8485075812289,171.5271795395897,172.65274421606165,631600
2024-01-31,169.42286682128906,172.33955891529706,169.37392597738432,171.90890338437333,685900
2024-02-01,173.455322265625,173.55320394260474,171.23353962307948,171.3901443323882,601600
2024-02-02,173.29872131347656,173.77831764563967,171.91867028523677,172.7506197536601,851500
2024-02-05,173.27914428710938,173.7195969142573,172.1046387955593,172.53529429387876,661000
2024-02-06,174.99197387695312,175.6183778183381,174.26770318717402,175.3639063509357,602300
2024-02-07,177.33120727539062,177.71293688825287,176.11755800858168,176.24480121286908,619900
2024-02-08,177.3116455078125,177.3312098974934,176.43075512876794,176.6656622167762,558000
2024-02-09,177.693359375,178.0750740571037,177.00823237310212,177.80102325634456,446900
2024-02-12,175.57923889160156,176.9886515317955,175.28560876911976,176.0686174508551,607300
2024-02-13,170.28414916992188,170.89098870287043,169.41305598363755,169.56966069760153,1023600
2024-02-14,173.7000274658203,173.73917117941662,172.0948663846999,172.13401009829622,583600
2024-02-15,173.82725524902344,173.85661676527786,172.62337334400289,173.49446650706122,581100
2024-02-16,173.15191650390625,174.30684267564683,172.22210027612994,172.86806859075125,456600
2024-02-20,172.84849548339844,173.8468168895678,171.97740233410542,173.31829467069267,471800
2024-02-21,172.18295288085938,172.3101960871155,171.16505203475631,171.6348512764463,494700
2024-02-22,177.8303680419922,177.84015023586718,176.38181181219235,176.49925787728102,573300
2024-02-23,180.306640625,180.54154771390026,179.28872484108086,179.60193429294787,731200
2024-02-26,183.52674865722656,184.14337044362708,183.31142088847238,183.84974031035784,612000
2024-02-27,185.15147399902344,185.79745725253687,184.05527085462325,184.43698551630888,786900
2024-02-28,182.70458984375,183.11566604209457,182.1369089218508,183.01779929085924,533600
2024-02-29,183.87908935546875,184.20208098668758,182.17606158041235,183.36034929356674,591700
2024-03-01,184.5250701904297,184.56422883683996,182.84160682633444,183.05693457764764,641300
2024-03-04,186.7664337158203,187.26559445159458,185.16125776270368,185.33744180363146,659300
2024-03-05,183.47781372070312,187.27538113763725,182.6262848826499,187.16771725855688,816100
2024-03-06,186.62939453125,187.70603330283245,185.92470316716182,186.15959531030856,599600
2024-03-07,191.41554260253906,191.82661881254023,189.01757564222564,189.14481885055298,961400
2024-03-08,188.8903350830078,190.68146233950546,188.30307485854541,190.1235636328014,647400
2024-03-11,185.79745483398438,186.06172342237215,184.3684629525089,184.51528547256768,1213400
2024-03-12,189.7124786376953,189.8103453807947,186.61960281052853,187.23622452410817,668200
2024-03-13,188.4205322265625,188.92949012263526,187.28518529099085,188.78268252504157,676500
2024-03-14,186.40428161621094,188.43031592649845,185.47446538353964,187.8822143550142,659000
2024-03-15,184.30975341796875,184.8382906334566,183.22333240240883,184.71104742701533,756500
2024-03-18,182.80245971679688,185.02422748323104,182.60671129232722,184.5935869232568,684500
2024-03-19,184.70126342773438,184.74040714144616,183.12546386082406,183.6931298502117,442600
2024-03-20,186.3357696533203,186.49235942905148,184.05526396286996,184.75997022492533,412400
2024-03-21,190.67166137695312,192.4334270802714,187.98987657795803,188.3128532668061,617700
2024-03-22,191.20021057128906,191.7874558862023,189.60483167654343,190.38784036440964,533300
2024-03-25,191.13168334960938,192.07129672729963,190.64230480458585,191.00444014881592,419500
2024-03-26,192.48236083984375,194.3419932204317,192.40405848539362,193.4806822561272,556900
2024-03-27,192.90322875976562,195.05649134266193,192.11043791678247,194.96840679002997,852700
2024-03-28,190.88699340820312,192.13001908990853,190.3682533470678,191.3372282392922,376200
2024-04-01,191.86573791503906,192.8347127437321,191.22955182430886,192.19851171835495,554200
2024-04-02,188.038818359375,188.45969169872959,186.28684963696108,188.2443639315526,644900
2024-04-03,189.13502502441406,189.46779884995314,186.81536057074945,186.90346005898456,870000
